idx,p0x,p0y,p0z,e1x,e1y,e1z,e2x,e2y,e2z,nx,ny,nz,flags,area_m2
9276,-5209818.500,51653.000,4173220.250,548.500,2450.438,-902.250,3533.500,259.359,5410.250,-0.788935,0.359959,0.498007,3,0.5096
9277,-5191561.000,54967.938,4178891.500,6288.000,-2578.453,-6980.000,5199.000,-1439.422,-7452.000,0.625639,0.721298,0.297161,17,0.4367
9278,-5185273.000,52389.484,4171911.500,-1089.000,1139.031,-472.000,4723.500,-1898.750,-7111.500,0.650300,0.720957,0.239440,17,0.4123
9279,-5186362.000,53528.516,4171439.500,5812.500,-3037.781,-6639.500,4101.500,-118.641,-6923.500,0.755698,0.485683,0.439355,3,0.7984
9280,-5180549.500,50490.734,4164800.000,-1711.000,2919.141,-284.000,2219.500,-618.688,-4838.750,0.807976,0.503375,0.306251,3,0.5275
9281,-4957845.500,69865.375,3998355.250,-11963.500,-2546.094,-5875.500,-13047.500,-75.016,-3907.000,0.210987,0.664003,-0.717345,17,1.3429
9282,-4969809.000,67319.281,3992479.750,-1084.000,2471.078,1968.500,-12496.500,662.547,-1510.000,0.124977,0.651157,-0.748582,17,1.2008
9283,-4970893.000,69790.359,3994448.250,-11412.500,-1808.531,-3478.500,-11976.000,-42.625,-2929.500,0.221111,0.353171,-0.909055,3,0.6941
9284,-4982869.000,69747.734,3991518.750,-9623.500,-2712.672,138.250,-9864.500,-636.359,4066.750,-0.246420,0.850522,-0.464639,1,1.3236
9285,-4992492.500,67035.062,3991657.000,-241.000,2076.312,3928.500,-9076.500,-112.422,2410.250,-0.135469,0.872504,-0.469451,1,1.1981
9286,-4992733.500,69111.375,3995585.500,-8835.500,-2188.734,-1518.250,-6840.000,-821.438,-1649.250,-0.259949,0.460690,0.848641,17,0.2709
9287,-5001569.000,66922.641,3994067.250,1995.500,1367.297,-131.000,-8988.000,543.734,9747.750,-0.509233,0.694501,-0.508282,17,0.7842
9288,-5010557.000,67466.375,4003815.000,1109.500,2568.453,70.750,-5408.500,-435.469,12450.750,-0.853684,0.378618,-0.357591,3,1.1175
9289,-5009447.500,70034.828,4003885.750,-6518.000,-3003.922,12380.000,-5608.000,-841.375,12929.500,-0.835462,0.436424,-0.333971,3,1.0139
9290,-5015965.500,67030.906,4016265.750,910.000,2162.547,549.500,877.500,-286.250,14750.000,-0.925489,0.373613,0.062309,3,1.0322
9291,-5015055.500,69193.453,4016815.250,-32.500,-2448.797,14200.500,1715.500,-494.859,13775.500,-0.727801,0.676090,0.114922,17,1.0936
9292,-5015088.000,66744.656,4031015.750,1748.000,1953.938,-425.000,6176.500,-882.125,13207.000,-0.658153,0.665402,0.352241,17,1.1515
9293,-5013340.000,68698.594,4030590.750,4428.500,-2836.062,13632.000,7465.500,-367.844,11883.250,-0.476790,0.816800,0.324821,17,1.7931
9294,-5008911.500,65862.531,4044222.750,3037.000,2468.219,-1748.750,11848.500,1166.078,534.500,-0.098136,0.652889,0.751070,17,1.0199
9295,-5005874.500,68330.750,4042474.000,8811.500,-1302.141,2283.250,9360.000,1354.984,-1428.500,-0.029602,0.814833,0.578939,17,1.2420
9296,-4997063.000,67028.609,4044757.250,548.500,2657.125,-3711.750,10234.500,661.781,14.000,-0.053532,0.815686,0.576013,17,1.3882
9297,-4996514.500,69685.734,4041045.500,9686.000,-1995.344,3725.750,9505.500,504.984,2095.750,-0.209894,0.523272,0.825912,17,0.8609
9298,-4986828.500,67690.391,4044771.250,-180.500,2500.328,-1630.000,10722.500,197.469,3573.750,-0.280436,0.509912,0.813231,3,0.9838
9299,-4974716.500,70730.609,4048038.000,14320.500,-3739.828,-2673.250,13240.500,144.969,-3891.500,0.260149,0.354032,0.898323,3,1.7116
9300,-4960396.000,66990.781,4045364.750,-1080.000,3884.797,-1218.250,7156.000,656.000,-9702.000,0.731680,0.380723,0.565415,3,1.5026
9301,-4961476.000,70875.578,4044146.500,8236.000,-3228.797,-8483.750,6349.500,566.172,-9245.750,0.717852,0.461510,0.521245,3,1.4388
9302,-4953240.000,67646.781,4035662.750,-1886.500,3794.969,-762.000,-489.500,1669.250,-15582.500,0.893681,0.448259,0.019945,3,1.9296
9303,-4955126.500,71441.750,4034900.750,1397.000,-2125.719,-14820.500,-631.000,-1007.953,-14384.500,0.467460,0.880186,-0.082182,1,0.9970
9304,-4953729.500,69316.031,4020080.250,-2028.000,1117.766,436.000,-939.000,-1495.312,-13509.750,0.457215,0.879926,-0.129173,1,0.9418
9305,-4955757.500,70433.797,4020516.250,1089.000,-2613.078,-13945.750,-1606.000,257.328,-12662.750,0.709806,0.700308,-0.075792,17,1.5400
9306,-4954668.500,67820.719,4006570.500,-2695.000,2870.406,1283.000,-2033.000,-378.266,-8250.750,0.669004,0.716486,-0.197692,17,1.0334
9307,-4957363.500,70691.125,4007853.500,662.000,-3248.672,-9533.750,-482.000,-825.750,-9498.250,0.900699,0.426484,-0.082784,3,0.7605
9308,-4753963.500,27582.061,3824131.000,-5391.000,-1774.656,-8717.250,-6806.500,105.422,-8148.750,0.610925,0.611872,-0.502378,17,0.7503
9309,-4759354.500,25807.404,3815413.750,-1415.500,1880.078,568.500,-7339.000,644.312,-6630.250,0.565707,0.597699,-0.568096,17,0.6760
9310,-4767257.000,27799.420,3808843.500,-6114.000,-1969.875,-4502.000,-7713.500,-413.750,-2530.250,0.134213,0.827930,-0.544536,17,0.6932
9311,-4773371.000,25829.545,3804341.500,-1599.500,1556.125,1971.750,-6611.000,-10.297,-3009.000,0.220641,0.844695,-0.487656,17,0.6297
9312,-4774970.500,27385.670,3806313.250,-5011.500,-1566.422,-4980.750,-3710.000,-543.781,-4082.500,-0.708951,0.380943,0.593524,17,0.1550
9313,-4779982.000,25819.248,3801332.500,1301.500,1022.641,898.250,-9243.500,434.922,856.000,-0.035230,0.684460,-0.728199,17,0.4100
9314,-4789225.500,26254.170,3802188.500,663.000,1945.766,613.500,-7970.000,-368.031,3915.500,-0.418973,0.399806,-0.815240,3,0.5580
9315,-4788562.500,28199.936,3802802.000,-8633.000,-2313.797,3302.000,-8268.500,-678.891,4062.000,-0.422002,0.457835,-0.782497,3,0.5054
9316,-4797195.500,25886.139,3806104.000,364.500,1634.906,760.000,-4843.500,-335.703,8060.750,-0.795659,0.392046,-0.461764,3,0.5032
9317,-4796831.000,27521.045,3806864.000,-5208.000,-1970.609,7300.750,-3957.000,-496.141,7943.750,-0.664602,0.689466,-0.287994,17,0.5395
9318,-4802039.000,25550.436,3814164.750,1251.000,1474.469,643.000,-931.500,-832.891,9732.250,-0.758769,0.651140,-0.016899,17,0.5847
9319,-4800788.000,27024.904,3814807.750,-2182.500,-2307.359,9089.250,364.500,-444.391,9661.250,-0.597973,0.799317,0.059327,17,0.9097
9320,-4802970.500,24717.545,3823897.000,2547.000,1862.969,572.000,7278.500,763.281,5861.000,-0.551945,0.566815,0.611618,17,0.5660
9321,-4800423.500,26580.514,3824469.000,4731.500,-1099.688,5289.000,6425.000,947.250,3678.500,-0.409016,0.748768,0.521586,17,0.6598
9322,-4795692.000,25480.826,3829758.000,1693.500,2046.938,-1610.500,6453.000,399.312,4822.000,-0.424973,0.750174,0.506594,17,0.7373
9323,-4793998.500,27527.764,3828147.500,4759.500,-1647.625,6432.500,5231.500,271.953,5557.250,-0.664821,0.439038,0.604366,17,0.4889
9324,-4789239.000,25880.139,3834580.000,472.000,1919.578,-875.250,5460.000,14.203,6888.500,-0.708101,0.429621,0.560373,3,0.5570
9325,-4773019.000,28052.357,3846218.000,8317.000,-2483.047,-612.500,7389.000,434.422,-1808.500,0.191736,0.423869,0.885196,3,0.7393
9326,-4764702.000,25569.311,3845605.500,-928.000,2917.469,-1196.000,5387.500,1391.969,-8280.500,0.713133,0.447909,0.539276,3,0.9400
9327,-4765630.000,28486.779,3844409.500,6315.500,-1525.500,-7084.500,4870.500,-655.953,-7784.250,0.433605,0.879258,0.197209,1,0.4968
9328,-4759314.500,26961.279,3837325.000,-1445.000,869.547,-699.750,4358.500,-1030.688,-7485.250,0.457418,0.877259,0.145550,1,0.4711
9329,-4760759.500,27830.826,3836625.250,5803.500,-1900.234,-6785.500,3620.500,305.781,-7319.750,0.626334,0.701928,0.339121,17,0.7606
9330,-4754956.000,25930.592,3829839.750,-2183.000,2206.016,-534.250,1738.000,-206.750,-5244.250,0.673149,0.713343,0.194966,17,0.5171
9331,-4757139.000,28136.607,3829305.500,3921.000,-2412.766,-4710.000,3175.500,-554.547,-5174.500,0.790410,0.426919,0.439308,3,0.3723
9332,-4908288.500,78082.727,3902983.250,14092.500,-2688.000,3006.750,14817.500,-128.000,907.000,-0.041399,0.640618,0.766743,17,1.4780
9333,-4894196.000,75394.727,3905990.000,725.000,2560.000,-2099.750,13699.500,704.000,-1320.500,0.042844,0.626315,0.778392,17,1.3232
9334,-4880015.000,77890.727,3904071.000,10260.500,-2624.000,-2451.250,9650.500,-384.000,-6326.750,0.319339,0.841365,0.436037,17,1.4615
9335,-4869754.500,75266.727,3901619.750,-610.000,2240.000,-3875.500,9174.500,64.000,-4475.250,0.219417,0.859253,0.462104,1,1.3279
9336,-4870364.500,77506.727,3897744.250,9784.500,-2176.000,-599.750,7680.000,-832.000,45.000,0.059906,0.506455,-0.860183,17,0.2970
9337,-4860580.000,75330.727,3897144.500,-2104.500,1344.000,644.750,7458.000,1024.000,-11729.750,0.575986,0.697029,0.427073,17,0.8499
9338,-4853122.000,76354.727,3885414.750,-1200.500,2560.000,293.750,3032.000,128.000,-13645.500,0.895337,0.396610,0.202662,3,1.1640
9339,-4854322.500,78914.727,3885708.500,4232.500,-2432.000,-13939.250,3139.000,-256.000,-14185.250,0.869722,0.457883,0.184194,3,1.0599
9340,-4850090.000,76482.727,3871769.250,-1093.500,2176.000,-246.000,-4198.500,320.000,-14493.000,0.877125,0.413085,-0.244975,3,1.0689
9341,-4851183.500,78658.727,3871523.250,-3105.000,-1856.000,-14247.000,-4880.500,64.000,-13340.750,0.655276,0.717485,-0.236280,17,1.1676
9342,-4854288.500,76802.727,3857276.250,-1775.500,1920.000,906.250,-9525.500,-384.000,-11773.250,0.535471,0.710602,-0.456416,17,1.2387
9343,-4856064.000,78722.727,3858182.500,-7750.000,-2304.000,-12679.500,-10611.500,64.000,-10139.000,0.366942,0.849679,-0.378679,17,1.9632
9344,-4863814.000,76418.727,3845503.000,-2861.500,2368.000,2540.500,-12790.000,1088.000,2222.500,-0.066135,0.691660,-0.719188,17,1.1260
9345,-4866675.500,78786.727,3848043.500,-9928.500,-1280.000,-318.000,-9693.500,1216.000,3616.250,-0.091760,0.843309,-0.529538,17,1.3778
9346,-4876604.000,77506.727,3847725.500,235.000,2496.000,3934.250,-10948.000,576.000,2350.500,-0.069681,0.844226,-0.531439,17,1.5400
9347,-4876369.000,80002.727,3851659.750,-11183.000,-1920.000,-1583.750,-10629.500,512.000,105.750,0.019145,0.567488,-0.823159,17,0.9462
9348,-4887552.000,78082.727,3850076.000,553.500,2432.000,1689.500,-12258.500,256.000,-1101.000,0.085897,0.555167,-0.827292,17,1.0791
9349,-4901227.500,81154.727,3849720.750,-14726.000,-3968.000,5767.250,-13301.000,-128.000,6901.250,-0.425531,0.397929,-0.812758,3,1.8662
9350,-4915953.500,77186.727,3855488.000,1425.000,3840.000,1134.000,-5509.000,192.000,11318.000,-0.812907,0.420621,-0.402815,3,1.5854
9351,-4914528.500,81026.727,3856622.000,-6934.000,-3648.000,10184.000,-4746.000,128.000,10675.750,-0.787627,0.502775,-0.356175,3,1.5229
9352,-4921462.500,77378.727,3866806.000,2188.000,3776.000,491.750,3969.000,1024.000,15470.000,-0.860087,0.473723,0.189308,3,2.0066
9353,-4919274.500,81154.727,3867297.750,1781.000,-2752.000,14978.250,3853.500,-1600.000,14129.250,-0.407163,0.888493,0.211659,1,1.0920
9354,-4917493.500,78402.727,3882276.000,2072.500,1152.000,-849.000,3990.000,-2048.000,13167.250,-0.387756,0.885713,0.255261,1,1.0322
9355,-4915421.000,79554.727,3881427.000,1917.500,-3200.000,14016.250,4517.000,-256.000,12248.250,-0.644850,0.721261,0.252887,17,1.6456
9356,-4913503.500,76354.727,3895443.250,2599.500,2944.000,-1768.000,3998.500,-704.000,7731.500,-0.577950,0.729724,0.365344,17,1.1095
9357,-4910904.000,79298.727,3893675.250,1399.000,-3648.000,9499.500,2615.500,-1216.000,9308.000,-0.844855,0.445881,0.295650,3,0.7903
9358,-4830144.000,47774.387,3802581.500,7801.500,-2498.875,1678.500,8144.000,49.406,483.250,-0.056074,0.430150,0.901014,3,0.6859
9359,-4822342.500,45275.512,3804260.000,342.500,2548.281,-1195.250,7510.500,848.344,-752.750,0.043500,0.419450,0.906735,3,0.6195
9360,-4814605.000,47915.137,3803149.250,5689.000,-2527.406,-1316.250,5303.500,-330.062,-3480.500,0.436425,0.669070,0.601564,17,0.5710
9361,-4808916.000,45387.730,3801833.000,-385.500,2197.344,-2164.250,5034.500,128.812,-2470.000,0.302148,0.695305,0.652118,17,0.5078
9362,-4803881.500,45516.543,3799363.000,-1183.500,1325.062,335.000,4064.500,1003.969,-6468.250,0.699461,0.494221,0.516236,3,0.3795
9363,-4798814.500,48721.512,3785224.750,-1682.000,-2017.750,-7792.000,-2696.000,-110.875,-7323.000,0.807724,0.504532,-0.305007,3,0.5133
9364,-4800496.500,46703.762,3777432.750,-1014.000,1906.875,469.000,-5238.000,-597.719,-6449.750,0.654086,0.489626,-0.576574,3,0.5476
9365,-4801510.500,48610.637,3777901.750,-4224.000,-2504.594,-6918.750,-5842.000,-147.750,-5558.000,0.506058,0.664725,-0.549587,17,0.7596
9366,-4805734.500,46106.043,3770983.000,-1618.000,2356.844,1360.750,-7047.000,961.219,1218.250,-0.092262,0.449615,-0.888445,3,0.5050
9367,-4807352.500,48462.887,3772343.750,-5429.000,-1395.625,-142.500,-5347.500,1136.969,1978.250,-0.144164,0.638031,-0.756395,17,0.5373
9368,-4812781.500,47067.262,3772201.250,81.500,2532.594,2120.750,-6024.500,471.656,1294.750,-0.113220,0.640026,-0.759966,17,0.5998
9369,-4836280.500,50400.824,3782943.500,1051.500,-2596.594,8269.500,2165.000,-1429.062,7782.250,-0.622160,0.720843,0.305452,17,0.4019
9370,-4835229.000,47804.230,3791213.000,1113.500,1167.531,-487.250,2248.000,-1883.875,7261.000,-0.590791,0.717470,0.369057,17,0.3813
9371,-4834115.500,48971.762,3790725.750,1134.500,-3051.406,7748.250,2499.500,-94.938,6726.750,-0.817593,0.484813,0.310641,3,0.7214
9372,-4832981.000,45920.355,3798474.000,1365.000,2956.469,-1021.500,2219.000,-588.969,4253.500,-0.738650,0.498002,0.454302,3,0.4831
9373,-4822724.500,39176.969,3831032.750,10117.000,-2451.906,1687.500,10611.500,96.797,324.250,-0.031197,0.476120,0.878827,3,0.9155
9374,-4812607.500,36725.062,3832720.250,494.500,2548.703,-1363.250,9823.500,890.250,-1060.750,0.053595,0.462866,0.884806,3,0.8285
9375,-4802468.000,39407.578,3831249.500,7444.000,-2497.312,-1656.250,7014.000,-305.312,-4100.750,0.372047,0.722643,0.582554,17,0.7798
9376,-4795024.000,36910.266,3829593.250,-430.000,2192.000,-2444.500,6637.500,153.703,-2944.500,0.257671,0.741462,0.619548,17,0.7031
9377,-4788386.500,37063.969,3826648.750,-1545.500,1319.016,415.250,5487.000,1017.047,-7458.750,0.626264,0.564525,0.537685,17,0.4883
9378,-4783817.000,40625.156,3819352.000,3277.000,-2505.922,-8729.000,2451.500,-349.328,-8899.500,0.901646,0.363639,0.234098,3,0.6363
9379,-4781365.500,40275.828,3810452.500,-1990.500,-2040.109,-8809.000,-3316.000,-138.016,-8245.500,0.736115,0.603666,-0.306139,17,0.6318
9380,-4783356.000,38235.719,3801643.500,-1325.500,1902.094,563.500,-6657.500,-638.078,-7183.750,0.574837,0.573495,-0.583666,17,0.6898
9381,-4784681.500,40137.812,3802207.000,-5332.000,-2540.172,-7747.250,-7467.000,-190.078,-6153.250,0.417531,0.738452,-0.529487,17,1.0105
9382,-4790013.500,37597.641,3794459.750,-2135.000,2350.094,1594.000,-9222.500,922.969,1579.500,-0.098116,0.496036,-0.862741,3,0.6806
9383,-4792148.500,39947.734,3796053.750,-7087.500,-1427.125,-14.500,-7025.000,1109.688,2396.500,-0.136311,0.684236,-0.716408,17,0.7442
9384,-4799236.000,38520.609,3796039.250,62.500,2536.812,2411.000,-7892.500,439.312,1637.750,-0.111010,0.686082,-0.719005,17,0.8310
9385,-4799173.500,41057.422,3798450.250,-7955.000,-2097.500,-773.250,-7632.000,357.953,232.500,-0.010344,0.380180,-0.924855,17,0.6076
9386,-4807128.500,38959.922,3797677.000,323.000,2455.453,1005.750,-8777.000,66.516,-489.250,0.054467,0.372329,-0.926501,3,0.6939
9387,-4830170.500,41737.312,3808895.750,1127.500,-2577.750,9362.000,2600.500,-1404.453,8779.250,-0.526101,0.801576,0.284068,17,0.5371
9388,-4829043.000,39159.562,3818257.750,1473.000,1173.297,-582.750,2720.500,-1859.688,8183.750,-0.496970,0.795786,0.346042,17,0.5108
9389,-4827570.000,40332.859,3817675.000,1247.500,-3032.984,8766.500,3074.000,-69.906,7573.000,-0.748794,0.586178,0.309358,17,0.8898
9390,-4826322.500,37299.875,3826441.500,1826.500,2963.078,-1193.500,2773.500,-569.562,4770.000,-0.663422,0.592833,0.456531,17,0.6044
9391,-5234317.000,113675.781,3870892.250,10212.000,-3029.500,10681.500,12008.000,564.250,8705.750,-0.489866,0.595081,0.637111,17,1.9712
9392,-5224105.000,110646.281,3881573.750,1796.000,3593.750,-1975.750,12309.000,1531.906,5866.750,-0.406541,0.587735,0.699494,17,1.7675
9393,-5211046.500,114771.094,3886880.000,10016.500,-3600.406,3414.750,11673.500,-695.594,-925.250,0.094125,0.810361,0.578321,17,1.8068
9394,-5201030.000,111170.688,3890294.750,1657.000,2904.812,-4340.000,10242.500,105.812,539.500,-0.037402,0.836995,0.545931,17,1.6146
9395,-5190787.500,111276.500,3890834.250,-2129.500,1931.625,-672.250,12838.500,781.375,-7454.250,0.359023,0.634134,0.684819,17,1.1516
9396,-5179113.000,115780.000,3882684.500,11327.000,-4625.875,-10811.500,10552.500,-1509.969,-11916.750,0.714667,0.384824,0.584090,3,1.6180
9397,-5168560.500,114270.031,3870767.750,5304.500,-4141.688,-15055.750,3310.500,-1327.875,-15380.750,0.803031,0.583213,0.122491,17,1.6222
9398,-5163256.000,110128.344,3855712.000,-1994.000,2813.812,-325.000,-1487.000,-2053.094,-16268.250,0.815086,0.560828,-0.145281,17,1.6981
9399,-5165250.000,112942.156,3855387.000,507.000,-4866.906,-15943.250,-3312.000,-1298.844,-15333.750,0.651078,0.731474,-0.202589,17,2.4681
9400,-5164743.000,108075.250,3839443.750,-3819.000,3568.062,609.500,-12033.500,1215.406,-4762.750,0.359584,0.517508,-0.776457,3,1.4698
9401,-5168562.000,111643.312,3840053.250,-8214.500,-2352.656,-5372.250,-10194.000,1668.406,-1809.250,0.234155,0.706781,-0.667556,17,1.6825
9402,-5176776.500,109290.656,3834681.000,-1979.500,4021.062,3563.000,-10552.000,560.250,-3599.000,0.261081,0.709000,-0.655100,17,1.8798
9403,-5178756.000,113311.719,3838244.000,-8572.500,-3460.812,-7162.000,-9033.000,278.812,-5575.750,0.492234,0.390584,-0.777914,17,1.2892
9404,-5187328.500,109850.906,3831082.000,-460.500,3739.625,1586.250,-9737.500,-278.469,-7558.500,0.560105,0.380998,-0.735611,3,1.4805
9405,-5223697.000,114466.594,3830451.500,-6855.000,-2602.375,15677.500,-4625.500,-897.562,15802.000,-0.597680,0.791122,-0.130014,17,1.3489
9406,-5230552.000,111864.219,3846129.000,2229.500,1704.812,124.500,-3977.000,-1634.250,15011.000,-0.603204,0.794207,-0.073347,17,1.2744
9407,-5228322.500,113569.031,3846253.500,-6206.500,-3339.062,14886.500,-3010.500,931.844,14167.000,-0.799713,0.563566,-0.207009,17,2.2798
9408,-5234529.000,110229.969,3861140.000,3196.000,4270.906,-719.500,-935.000,-154.469,9620.500,-0.804271,0.590280,-0.068688,17,1.5184
9409,-5233422.000,117896.695,3561924.000,10416.500,-2000.875,2937.250,10783.000,428.281,976.500,-0.094691,0.633882,0.767611,17,1.0109
9410,-5223005.500,115895.820,3564861.250,366.500,2429.156,-1960.750,9885.500,1066.891,-979.000,0.009437,0.627202,0.778799,17,0.9040
9411,-5212862.500,118721.914,3563242.500,7511.000,-2438.453,-1711.750,6883.500,-493.891,-5158.750,0.364602,0.837853,0.406286,17,0.9591
9412,-5205351.500,116283.461,3561530.750,-627.500,1944.562,-3447.000,6559.500,63.031,-3643.500,0.238278,0.863804,0.443922,1,0.8590
9413,-5205979.000,118228.023,3558083.750,7187.000,-1881.531,-196.500,5613.500,-569.406,209.750,0.072416,0.373207,-0.924917,17,0.2085
9414,-5198792.000,116346.492,3557887.250,-1573.500,1312.125,406.250,5110.000,465.031,-9845.250,0.649633,0.664921,0.368587,17,0.6013
9415,-5193682.000,116811.523,3548042.000,-979.000,2528.844,26.250,1893.000,-705.625,-11446.250,0.924979,0.356731,0.130983,3,0.9320
9416,-5194661.000,119340.367,3548068.250,2872.000,-3234.469,-11472.500,1977.000,-1121.297,-11868.000,0.907179,0.405337,0.112823,3,0.8385
9417,-5192684.000,118219.070,3536200.250,-2488.000,-2926.531,-11877.750,-3842.000,-1012.062,-11292.750,0.731697,0.610269,-0.303629,17,0.8565
9418,-5195172.000,115292.539,3524322.500,-1354.000,1914.469,585.000,-7159.000,-1505.547,-10002.500,0.610306,0.592355,-0.525968,17,0.8921
9419,-5196526.000,117207.008,3524907.500,-5805.000,-3420.016,-10587.500,-7930.500,-983.828,-8678.750,0.435436,0.759074,-0.483944,17,1.3186
9420,-5202331.000,113786.992,3514320.000,-2125.500,2436.188,1908.750,-9284.500,809.266,1607.000,-0.093182,0.562415,-0.821588,17,0.7581
9421,-5204456.500,116223.180,3516228.750,-7159.000,-1626.922,-301.750,-7011.500,1135.266,2811.500,-0.141502,0.743815,-0.653235,17,0.8912
9422,-5211615.500,114596.258,3515927.000,147.500,2762.188,3113.250,-7921.500,369.656,1781.000,-0.112782,0.745897,-0.656443,17,0.9959
9423,-5211468.000,117358.445,3519040.250,-8069.000,-2392.531,-1332.250,-7737.500,162.875,-97.750,0.020495,0.432745,-0.901283,17,0.6556
9424,-5219537.000,114965.914,3517708.000,331.500,2555.406,1234.500,-8936.000,-228.859,-1114.500,0.101549,0.422033,-0.900875,3,0.7529
9425,-5242323.000,118146.477,3531513.000,1745.500,-1655.281,12842.250,3180.500,-497.406,12064.750,-0.556700,0.810936,0.180190,17,0.7271
9426,-5240577.500,116491.195,3544355.250,1435.000,1157.875,-777.500,3279.000,-1004.750,11293.500,-0.533877,0.814393,0.227462,17,0.6864
9427,-5239142.500,117649.070,3543577.750,1844.000,-2162.625,12071.000,3562.000,734.016,10384.500,-0.775340,0.590401,0.224219,17,1.2038
9428,-5237298.500,115486.445,3555648.750,1718.000,2896.641,-1686.500,3104.500,-38.484,6614.000,-0.710519,0.617678,0.337100,17,0.8009
9429,-5382515.500,119070.586,3522439.750,13637.500,-3239.250,6070.750,14729.000,527.328,3947.500,-0.237391,0.528318,0.815184,3,2.0072
9430,-5368878.000,115831.336,3528510.500,1091.500,3766.578,-2123.250,14060.000,1575.125,1553.250,-0.151055,0.518282,0.841764,3,1.8141
9431,-5354271.500,120107.711,3529373.500,10974.500,-3722.969,240.500,11125.000,-635.922,-3752.250,0.245516,0.762404,0.598717,17,1.7143
9432,-5343297.000,116384.742,3529614.000,150.500,3087.047,-3992.750,10221.000,164.156,-2208.500,0.119249,0.783293,0.610108,17,1.5401
9433,-5333076.000,116548.898,3527405.500,-2313.500,1999.750,-26.750,10049.000,1000.734,-9369.750,0.512290,0.600873,0.613604,17,1.0885
9434,-5324400.000,121411.961,3517711.750,7420.500,-4564.016,-11612.750,6288.500,-1321.656,-12359.250,0.839530,0.382044,0.386306,3,1.4576
9435,-5318111.500,120090.305,3505352.500,76.000,-4034.938,-13506.500,-1986.000,-1124.969,-13300.750,0.798662,0.577818,-0.168124,17,1.4356
9436,-5318035.500,116055.367,3491846.000,-2062.000,2909.969,205.750,-6991.500,-1892.812,-12769.250,0.706176,0.533323,-0.465706,3,1.5517
9437,-5320097.500,118965.336,3492051.750,-4929.500,-4802.781,-12975.000,-8461.000,-1136.047,-11553.000,0.540700,0.701061,-0.464927,17,2.2459
9438,-5325027.000,114162.555,3479076.750,-3531.500,3666.734,1422.000,-13412.000,1258.250,-773.500,0.092546,0.436246,-0.895056,3,1.4895
9439,-5328558.500,117829.289,3480498.750,-9880.500,-2408.484,-2195.500,-10605.000,1694.688,1138.500,0.017922,0.632415,-0.774422,17,1.6273
9440,-5338439.000,115420.805,3478303.250,-724.500,4103.172,3334.000,-11565.000,570.547,-202.250,0.044805,0.634732,-0.771432,17,1.8173
9441,-5385856.500,120564.023,3486904.500,-1391.500,-2975.891,14520.000,838.000,-1196.656,14017.750,-0.606052,0.788656,0.103556,17,1.1969
9442,-5387248.000,117588.133,3501424.500,2229.500,1779.234,-502.250,1204.500,-1944.562,13221.250,-0.591045,0.788559,0.169826,17,1.1369
9443,-5385018.500,119367.367,3500922.250,-1025.000,-3723.797,13723.500,1867.500,734.484,12245.500,-0.821271,0.563158,0.091470,17,2.0205
9444,-5386043.500,115643.570,3514645.750,2892.500,4458.281,-1478.000,2355.000,-310.656,8042.000,-0.772770,0.583866,0.248850,17,1.3650
9445,-4857148.500,67064.109,3883240.500,10611.500,1007.375,10089.500,-9724.500,1190.859,3539.500,0.061328,0.984748,-0.162822,1,4.1061
9446,-4846537.000,68071.484,3893330.000,-20336.000,183.484,-6550.000,-18265.000,1941.531,2418.750,0.076009,0.975027,-0.208675,1,5.1602
9447,-4866873.000,68254.969,3886780.000,2071.000,1758.047,8968.750,-10640.000,200.266,93.500,0.016731,0.980451,-0.196051,1,2.9066
9448,-4864802.000,70013.016,3895748.750,-12711.000,-1557.781,-8875.250,-12305.000,-183.516,1645.000,-0.031929,0.991227,-0.128252,1,3.9122
9449,-4877513.000,68455.234,3886873.500,406.000,1374.266,10520.250,-14243.500,60.297,-2051.500,0.022973,0.991200,-0.130367,1,4.4803
9450,-4877107.000,69829.500,3897393.750,-14649.500,-1313.969,-12571.750,-14933.000,-320.156,2595.500,-0.032846,0.997282,-0.065959,1,6.7464
9451,-4891756.500,68515.531,3884822.000,-283.500,993.812,15167.250,-13288.500,-12.156,6923.750,-0.035300,0.997195,-0.066000,1,5.9649
9452,-4892040.000,69509.344,3899989.250,-13005.000,-1005.969,-8243.500,-17749.000,-226.578,2404.250,-0.024046,0.996206,-0.083634,1,5.3125
9453,-4846537.000,68071.484,3893330.000,4886.000,1074.047,13295.500,-18265.000,1941.531,2418.750,0.090205,0.989482,-0.113083,1,7.6701
9454,-4841651.000,69145.531,3906625.500,-23151.000,867.484,-10876.750,-21195.000,1400.969,3239.250,0.058907,0.997210,-0.045850,1,9.1308
9455,-4864802.000,70013.016,3895748.750,1956.000,533.484,14116.000,-12305.000,-183.516,1645.000,-0.019587,0.999194,-0.035048,1,5.2767
9456,-4862846.000,70546.500,3909864.750,-14261.000,-717.000,-12471.000,-11407.500,-399.125,1834.750,-0.037333,0.999194,-0.014756,1,5.0236
9457,-4877107.000,69829.500,3897393.750,2853.500,317.875,14305.750,-14933.000,-320.156,2595.500,-0.024443,0.999551,-0.017335,1,6.5903
9458,-4874253.500,70147.375,3911699.500,-17786.500,-638.031,-11710.250,-14002.500,232.297,1880.250,0.007685,0.997787,-0.066038,1,5.8965
9459,-4892040.000,69509.344,3899989.250,3784.000,870.328,13590.500,-17749.000,-226.578,2404.250,-0.020622,0.998093,-0.058176,1,7.4742
